Stock Code;Bar Code;Stock Description;Retail Price Incl.;Count
5147427;6.00106E+12;DX W/G INT T/VARNISH E/SHELL 1;151;
5147428;6.00106E+12;DX W/G INT T/VARNISH E/SHELL 5;508;
5147429;6.00106E+12;DX W/G INT T/VARNISH MATT 1LT;151;
5147430;6.00106E+12;DX W/G INT T/VARNISH MATT 5LT;508;
5147437;6.00106E+12;DX RUBBOL LIGHT BROWN 1LT;424;
5147438;6.00106E+12;DX RUBBOL LIGHT BROWN 5LT;1570;
5147439;6.00106E+12;DX RUBBOL MID BROWN 1LT;424;
5147440;6.00106E+12;DX RUBBOL MID BROWN 5LT;1570;
5147441;6.00106E+12;DX RUBBOL CLEAR 1LT;424;
5147442;6.00106E+12;DX RUBBOL CLEAR 5LT;1570;
5147443;6.00106E+12;DX W/G FLOORGARD CLEAR 5LT;741;
5147471;6.00317E+12;H/R HAMMERED BLACK 250ML;73.5;
5147472;6.00317E+12;H/R HAMMERED BLACK 500ML;143;
5147473;6.00317E+12;H/R HAMMERED BLACK 1LT;263.5;
5147474;6.00317E+12;H/R HAMMERED 5LT;1212;
5147475;6.00317E+12;H/R HAMMERED WHITE 250ML;73.5;
5147476;6.00317E+12;H/R HAMMERED WHITE 500ML;143;
5147477;6.00317E+12;H/R HAMMERED WHITE 1LT;263.5;
5147479;6.00317E+12;H/R HAMMERED SILVER GREY 250ML;73.5;
5147480;6.00317E+12;H/R HAMMERED SILVER GREY 500ML;143;
5147481;6.00317E+12;H/R HAMMERED SILVER GREY 1LT;263.5;
5147482;6.00317E+12;H/R HAMMERED SILVER GREY 5LT;1212;
5147483;6.00317E+12;H/R HAMMERED LIGHT BLUE 250ML;73.5;
5147484;6.00317E+12;H/R HAMMERED LIGHT BLUE 500ML;143;
5147487;6.00317E+12;H/R HAMMERED DARK BLUE 250ML;73.5;
5147488;6.00317E+12;H/R HAMMERED DARK BLUE 500ML;143;
5147489;6.00317E+12;H/R HAMMERED DARK BLUE 1LT;263.5;
5147491;6.00317E+12;H/R HAMMERED RED 250ML;73.5;
5147492;6.00317E+12;H/R HAMMERED RED 500ML;143;
5147493;6.00317E+12;H/R HAMMERED RED 1LT;263.5;
5147495;6.00317E+12;H/R HAMMERED GOLD 250ML;73.5;
5147496;6.00317E+12;H/R HAMMERED GOLD 500ML;143;
5147497;6.00317E+12;H/R HAMMERED GOLD 1LT;263.5;
5147499;6.00317E+12;H/R HAMMERED MID GREEN 250ML;73.5;
5147500;6.00317E+12;H/R HAMMERED MID GREEN 500ML;143;
5147501;6.00317E+12;H/R HAMMERED MID GREEN 1LT;263.5;
5147504;6.00317E+12;H/R HAMMERED COPPER 500ML;143;
5147505;6.00317E+12;H/R HAMMERED COPPER 1LT;263.5;
5147508;6.00317E+12;H/R HAMMERED GREY 500ML;143;
5147509;6.00317E+12;H/R HAMMERED GREY 1LT;263.5;
5147511;6.00317E+12;H/R HAMMERED DEEP GREEN 250ML;73.5;
5147512;6.00317E+12;H/R HAMMERED DEEP GREEN 500ML;143;
5147513;6.00317E+12;H/R HAMMERED DEEP GREEN 1LT;263.5;
5147514;6.00317E+12;H/R HAMMERED DEEP GREEN 5LT;1212;
5147515;6.00317E+12;H/R HAMMERED BROWN 250ML;73.5;
5147516;6.00317E+12;H/R HAMMERED BROWN 500ML;143;
5147517;6.00317E+12;H/R HAMMERED BROWN 1LT;263.5;
5147518;6.00317E+12;H/R HAMMERED BROWN 5LT;1212;
5147520;6.00317E+12;H/R HAMMERED BRONZE 500ML;143;
5147521;6.00317E+12;H/R HAMMERED BRONZE 1LT;263.5;
5147522;6.00317E+12;H/R HAMMERED BRONZE 5LT;1212;
5147592;6.00106E+12;DX TRADE F/COTE DK SEA GREY 5L;501;
5147596;6.00106E+12;DX TRADE F/COTE C O GREEN 5LT;501;
5147598;6.00106E+12;DX TRADE F/COTE B/GREEN 5LT;501;
5147599;6.00106E+12;DX TRADE 50 MATT WHITE 20LT;935;
5147600;6.00106E+12;DX TRADE 50 MATT WHITE 5LT;292;
5147602;6.00106E+12;DX TRADE 65 MATT WHITE 20LT;931;
5147603;6.00106E+12;DX TRADE 65 MATT WHITE 5LT;291;
5147604;6.00106E+12;DX TRADE 70 M/SHEEN WHITE 20LT;1326;
5147606;6.00106E+12;DX TRADE 100 L/S WHITE 20LT;1428;
5147607;6.00106E+12;DX TRADE 100 L/S WHITE 5LT;447;
5147610;6.00106E+12;DX TRADE 100 L/S BASE 7 20LT;1669;
5147611;6.00106E+12;DX TRADE 100 L/S BASE 7 5LT;508;
5147613;6.00106E+12;DX TRADE 100 L/S BASE 8 5LT;542;
5147614;6.00106E+12;DX TRADE 100 L/S BASE 9 20LT;1926;
5147615;6.00106E+12;DX TRADE 100 L/S BASE 9 5LT;567;
5147616;6.00106E+12;DX TRADE SMOOTH RIPPLE 20LT;1541;
5147617;6.00106E+12;DX TRADE SMOOTH RIPPLE 5LT;482;
5147620;6.00106E+12;DX TRADE CORROCOTE 3 RED 5LT;399;
5147621;6.00106E+12;DX TRADE 65 MATT BASE 7 20LT;1147;
5147622;6.00106E+12;DX TRADE 65 MATT BASE 7 5LT;351;
5147624;6.00106E+12;DX TRADE 65 MATT BASE 8 5LT;385;
5147626;6.00106E+12;DX TRADE 65 MATT BASE 9 5LT;417;
5147629;6.00106E+12;DX TRADE 70 M/S BASE 7 20LT;1796;
5147630;6.00106E+12;DX TRADE 70 M/S BASE 7 5LT;538;
5147632;6.00106E+12;DX TRADE 70 M/S BASE 8 5LT;540;
5147633;6.00106E+12;DX TRADE 70 M/S BASE 9 20LT;1827;
5147634;6.00106E+12;DX TRADE 70 M/S BASE 9 5LT;560;
5147653;6.00106E+12;DX TRADE ECOSURE PLAS/PRIMER 5;314;
5147671;6.00106E+12;DX TRADE UNI/UNDERCOAT 5LT;342;
5147672;6.00106E+12;DX TRADE STEEL PRIMER 5LT;376;
5147673;6.00106E+12;DX TRADE ALKALI RES/PRIMER 20L;1165;
5147674;6.00106E+12;DX TRADE ALKALI RES/PRIMER 5LT;364;
5147675;6.00106E+12;DX TRADE PLAS/PRIMER WHITE 20L;1191;
5147676;6.00106E+12;DX TRADE PLAS/PRIMER WHITE 5LT;372;
5147677;6.00106E+12;DX TRADE CORROCOTE 1 5LT;778;
5147681;6.00106E+12;DX TRADE 100 GLOSS WHITE 5LT;489;
5147696;6.00106E+12;DX TRADE PEARLGLO SB WHITE 5LT;572;
5147697;6.00106E+12;DX TRADE PEARLGLO SB BASE 6 1L;213;
5147698;6.00106E+12;DX TRADE PEARLGLO SB BASE 6 5L;752;
5147699;6.00106E+12;DX TRADE PEARLGLO SB BASE 7 1L;202;
5147700;6.00106E+12;DX TRADE PEARLGLO SB BASE 7 5L;639;
5147701;6.00106E+12;DX TRADE PEARLGLO SB BASE 8 1L;203;
5147702;6.00106E+12;DX TRADE PEARLGLO SB BASE 8 5L;667;
5147703;6.00106E+12;DX TRADE PEARLGLO SB BASE 9 1L;204;
5147704;6.00106E+12;DX TRADE PEARLGLO SB BASE 9 5L;686;
5147747;6.00317E+12;H/R NO. 1 PRIMER 250ML;66.5;
5147748;6.00317E+12;H/R NO. 1 PRIMER 500ML;121.5;
5147750;6.00317E+12;H/R NO. 1 PRIMER 5LT;1112;
5147842;6.00317E+12;H/R SMOOTH BLACK 250ML;72;
5147843;6.00317E+12;H/R SMOOTH BLACK 500ML;120.5;
5147844;6.00317E+12;H/R SMOOTH BLACK 1LT;220.5;
5147845;6.00317E+12;H/R SMOOTH BLACK 5LT;1013;
5147846;6.00317E+12;H/R SMOOTH WHITE 250ML;72;
5147847;6.00317E+12;H/R SMOOTH WHITE 500ML;120.5;
5147848;6.00317E+12;H/R SMOOTH WHITE 1LT;220.5;
5147849;6.00317E+12;H/R SMOOTH WHITE 5LT;1013;
5147858;6.00317E+12;H/R SMOOTH SILVER 250ML;72;
5147859;6.00317E+12;H/R SMOOTH SILVER 500ML;120.5;
5147860;6.00317E+12;H/R SMOOTH SILVER 1LT;220.5;
5147861;6.00317E+12;H/R SMOOTH SILVER 5LT;1013;
5147862;;H/R SMOOTH DARK GREEN 250ML;72;
5147871;6.00317E+12;H/R SOLVENT 250ML;30.5;
5147872;6.00317E+12;H/R SOLVENT 500ML;43.5;
5148166;6.00106E+12;DX DUCO ADMIRAL BLUE;56;
5148167;6.00106E+12;DX DUCO APPLIANCE WHITE;56;
5148168;6.00106E+12;DX DUCO YELLOW ROSE;56;
5148174;6.00106E+12;DX DUCO FRESH GREEN;56;
5148187;6.00106E+12;DX DUCO FLO ORANGE EMBERS;74;
5148189;6.00106E+12;DX DUCO SIGNAL RED;56;
5148191;6.00106E+12;DX DUCO GREAT WHITE (GLOSS);56;
5148192;6.00106E+12;DX DUCO WHISPERING WHITE (MATT);56;
5148193;6.00106E+12;DX DUCO BLACK LIMO (GLOSS);56;
5148194;6.00106E+12;DX DUCO HEAT RES BLACK;81;
5148195;6.00106E+12;DX DUCO BASIC BLACK (MATT);56;
5148196;6.00106E+12;DX DUCO G.P.PRIMER;56;
5148197;6.00106E+12;DX DUCO CLEAR LACQUER;56;
5148198;6.00106E+12;DX DUCO MET BONNET BLUE;68;
5148200;6.00106E+12;DX DUCO HEAT RES ALUMINIUM;81;
5148201;6.00106E+12;DX DUCO MET SIL/SATISFACTION;68;
5148202;6.00106E+12;DX DUCO MET GOOD AS GOLD;68;
5148203;6.00106E+12;DX DUCO MET BRILLIANT RED;68;
5157;6.0096E+12;POWAFIX SUGAR SOAP 10KG;316;
515C0052HU5A;;PROSTRUCT CARBOTHANE 134 ALUM. 5LT;933;
5172;;COCA - COLA 340ML;7.5;
520-0822;;CG DIAMOND GLOSS 200LT;5736.72;
5200;;LA 1/4 GGS HYD SOCKET;25.5;
5218178;6.00106E+12;DX COW RICH ARGENTINA 2.5L;235;
5218190;6.00106E+12;DX COW DARING ARGENTINA 2.5LT;235;
5218191;6.00106E+12;DX COW TRULY ARGENTINA 5LT;469;
5218192;6.00106E+12;DX COW TENDER ARGENTINA 5LT;469;
5218193;6.00106E+12;DX COW GENTLE ARGENTINA 5LT;469;
5218195;6.00106E+12;DX COW RICH PROVENCE 2.5LT;235;
5218196;6.00106E+12;DX COW DARING PROVENCE 2.5LT;235;
5218198;6.00106E+12;DX COW TRULY PROVENCE 5LT;469;
5218199;6.00106E+11;DX COW TENDER PROVENCE 5LT;469;
5218622;6.00106E+12;DX COW RICH SCANDINAVIA 2.5LT;235;
5218623;6.00106E+12;DX COW TENDER SCANDINAVIA 5LT;469;
5218624;6.00106E+12;DX COW GENTLE KENYA 5LT;469;
5218625;6.00106E+12;DX COW DARING SCANDINAVIA 2.5LT;235;
5218626;6.00106E+12;DX COW TRULY SCANDINAVIA 5LT;469;
5218627;6.00106E+12;DX COW GENTLE SCANDINAVIA 5LT;469;
5218710;6.00106E+12;DX COW RICH JAPAN 2.5LT;235;
5218711;6.00106E+12;DX COW DARUNG JAPAN 2.5LT;235;
5218713;6.00106E+12;DX COW TRULY JAPAN 5LT;469;
5218714;6.00106E+12;DX COW TENDER JAPAN 5LT;469;
5218715;6.00106E+12;DX COW GENTLE JAPAN 5LT;469;
5218716;6.00106E+12;DX COW RICH KENYA 2.5LT;235;
5218717;6.00106E+12;DX COW DARING KENYA 2.5LT;235;
5218718;6.00106E+12;DX COW TRULY KENYA 5LT;469;
5218719;6.00106E+12;DX COW TENDER KENYA 5LT;469;
5218728;6.00106E+12;DX COW GENTLE PROVENCE 5LT;469;
5228;6.0046E+12;DURAM DURAMESH (250MMX10MT);56.5;
5236;6.00385E+12;PL BUFF STAINER BLACK 50ML;14;
5237;6.00385E+12;PL BUFF STAINER BLUE 50ML;14;
5238;6.00385E+12;PL BUFF STAINER RED OXIDE 50ML;14;
5239;6.00385E+12;PL BUFF STAINER YELLOW OX 50ML;14;
5240;6.00385E+12;PL BUFF STAINER BROWN OX 50ML;14;
5241;6.00385E+12;PL BUFF STAINER F/SCARLET 50ML;14;
5242;6.00385E+12;PL BUFF STAINER GREEN 50ML;20;
5243;6.00385E+12;PL BUFF STAINER F/YELLOW 50ML;20;
5254;;SPRAYGUN 472 ADJUSTABLE SCREW;3.1;
5257;6.00477E+12;BRUSH - BRAZING WOODEN HANDLE;41.5;
5258;6.00477E+12;MOHAIR REFILL 225MM (H);47.5;
5259;6.00477E+12;MOHAIR ROLLER 50MM (H);35;
5263;;BROOM - PLATFORM 17304;90.5;
5265;;PT SHOVEL ROUND NOSE;145;
5267;;MTS SAW BACK 300MM W/HANDLE;116.5;
5269;;G-FURNITURE OIL 500ML;127;
527-9064-5L;;MG TURBOBRIGHT MATT BLACK 5LT;421.5;
5272;;SCREWDRIVER NO.02 STUBBY;39.5;
5275;;PT CANE KNIFE POLY HANDLE;68.7;
5285;6.00572E+12;RUW PLIER 180MM DIAGONAL HM;91.5;
5293;6.00572E+12;RUW PLIER 200MM LONG NOSE HM;92.5;
5295;;MTS PLIER FENCING 300MM RT22/2;320.2;
53;6.00161E+12;PL POLYCELL R/MIX FILLA 400GM;24.5;
5300;;MTS HAND CLEANER 1KG;66.5;
5302;;T/C POLISHING BONNET WOOL 125M;101;
5305;;PT GLOVES S2/0037;22.8;
5307;;PT FORK GARDEN  4 PRONG LASHER;226.5;
5309;;PT RAKE LEAF PLASTIC;15.8;
5311;6.0096E+12;ALUMI-2.5M FLAT CARPET EDGE;110.5;
5313;;MEA/TAPE P/LOCK 5X19MM STANLEY;169;
5314;;WEBCO TAPE - 15MT F/GLASS;90.3;
5318;;TYLON KEY IT 5LT;222.4;
5321;;SCRAPER BLADE RAZOR ZELROY;48.89;
5322;;DISC STEEL CUT A3V 230/3/22;28.5;
5323;;RIVETS (4X6);17.2;
5326;;TERRY CLIPS 12MM;25;
5327;;MACKIE CUPBOARD VENT WHTE MTS;11.3;
5330;;WEBCO HAMMER CLAW 500GR W/HNDL;121.7;
5332;;T/L TROWEL POINTING 150MM;28;
5333;;T/L POINTING TROWEL 175MM;23.7;
5334;;T/L TROWEL BRICK 280MM W/HNDL;36.4;
5336;;ZEL CHALK REFILL BLUE;25;
5337;;MTS RACO HEDGE SHEAR TELESC.;352;
5338;;MTS SILICONE HOME CLEAR 90ML;30.5;
5339;;SHELF BRACKET 200X250MM BJ WHD;9.6;
5340;6.0096E+12;PLASTER OF PARIS - KG;25;
5342;6.00477E+12;BRUSH - ENSIGN 12MM;18.5;
5343;;SPRAYGUN 472 SPRING;2;
5344;;T/C AIR DUSTER/BLOW GUN;53.1;
5345;6.00491E+12;PROLONG ACRYLPROOF GREEN 5LT;326.5;
5346;6.00491E+12;PROLONG ACRYLPROOF BLUE 5LT;284;
5347;6.00491E+12;PROLONG A/PROOF TERRACOTTA 5LT;291;
5348;6.00491E+12;PROLONG ACRYLPROOF GREY 5LT;287.5;
5350;;SPRAYGUN 4001 ADJ SCREW;17.7;
5352;;WEBCO BINDING WIRE 250GX90MM;26.3;
5354;;PT LEVEL POST;11.6;
5358;;ZEL SPRAY FLOU/ORANGE 400ML;68.5;
5359;;RACO SHEAR PRUNING RT53/175B/S;228;
5361;;CALTEX HOME LUBRICANT 100ML;20;
5362;;MASONRY CUTTING DISC 230MM;18.1;
5363;;ZEL SPRAY FLOU/YELLOW 400ML;68.5;
5364;;MTS SILICONE BATH WHITE 90ML;24;
5366;;PINCER - CARPENTERS;60.06;
5367;6.00572E+12;RUW 16M WOOD/BRAD DRILLBIT;58;
5368;;U BOLT GALV 8X65MM S/NUT ZEL;9.1;
5370;;ZEL HAWK PLASTIC;30;
5371;;ZEL BUILDERS LINE 1.0X100M;28.1;
5372;;CC RUST GEL 200ML;61;
5374;;LEVEL LINE 75MM;11.5;
5375;;PT JANUS COUPLER NYLON 16AMP;12.5;
5378;;HACKSAW ORANGE HNDLE 300MM ZEL;20;
5379;;KNIFE LINO RICH LOOSE BLADE ZE;89.4;
5380;;GLASS FIBRE CATALYST (100ML);40.5;
5381;;SCRAPER RICHARD RAZOR ZELROY;34.5;
5383;;U BOLT GALV 5X45MM S/NUT ZEL;4.7;
5386;;U BOLT GALV 6X40M S/NUT ZEL;7;
5387;WBCK080M14;ZEL WIRE CUP KNOTTED 80MM;148;
5389;;COPING SAW BLADE;2.2;
5390;;ROOF SCREWS 90MM PKT (100);46;
5392;;GOGGLES - CLEAR STD;43;
5394;;U BOLT GALV 8X45MM S/NUT ZEL;7.2;
5395;;TEE HINGE 200M EACH;43.5;
5396;;PT BOWSAW 900MM;128.2;
5397;;D-SHACKLE 5MM GALV ZELROY;4.1;
5398;;GARDENA HOSE REPAIR 19MM (2933;26;
5399;;D-SHACKLE 10MM GALV ZELROY;10.5;
53BOX;6.00161E+12;PL POLYCELL R/MIX FILLA 400GM (BOX);0;
5409;6.00106E+12;DX DUCO BLUE SKY;56;
5416;6.00161E+12;PL AEROLAK MET EMERALD GREEN;62;
5426;6.00161E+12;PL AEROLAK ANTIQUE IVORY;56;
5427;6.00161E+12;PL AEROLAK GLOSS WHITE;56;
5428;6.00161E+12;PL AEROLAK AZURE BLUE;56;
5429;6.00161E+12;PL AEROLAK BRILLIANT GREEN;56;
5430;6.00161E+12;PL AEROLAK BROKEN WHITE;56;
5431;6.00161E+12;PL AEROLAK CLEAR LACQUER;56;
5433;6.00161E+12;PL AEROLAK DARK BROWN;56;
5434;6.00161E+12;PL AEROLAK GLOSS BLACK;56;
5436;6.00161E+12;PL AEROLAK GREY PRIMER;56;
5437;6.00161E+12;PL AEROLAK INTERNAT. ORANGE;56;
5438;6.00161E+12;PL AEROLAK LIGHT GREY;56;
5439;6.00161E+12;PL AEROLAK MACHINERY GREY;56;
5440;6.00161E+12;PL AEROLAK MATT BLACK;56;
5441;6.00161E+12;PL AEROLAK MATT WHITE;56;
5442;6.00161E+12;PL AEROLAK PACIFIC BLUE;56;
5443;6.00572E+12;RUW ORBITAL RANDOM 125 P60;44.5;
5444;6.00572E+12;RUW ORBITAL RANDOM 125 P120;44.5;
5445;;LA HOSE JOINER 8MM 122HBL5;40;
5446;6.00161E+12;PL AEROLAK POST OFFICE RED;56;
5447;6.00161E+12;PL AEROLAK ROYAL BLUE;56;
5448;6.00161E+12;PL AEROLAK SATIN BLACK;56;
5449;6.00161E+12;PL AEROLAK SIGNAL RED;56;
5451;6.00161E+12;PL AEROLAK SUNSHINE YELLOW;56;
5452;6.00161E+12;PL AEROLAK ARTISTIC FIXATIVE;62;
5453;6.0046E+12;DURAM NU GLO W/B WHITE 1LT;129;
5455;6.00161E+12;PL AEROLAK MET ELECTRIC BLUE;62;
5456;;LS FISH EYE ELLIMINATOR 1LT;146;
5457;6.00161E+12;PL AEROLAK MET GUN METAL GREY;62;
5459;6.00161E+12;PL AEROLAK MET MIRROR CHROME;62;
5460;;STRAIGHT CONNECTOR P5 EFEKTO;22.3;
5461;6.00161E+12;PL AEROLAK MET RICH PALE GOLD;62;
5463;;EKEKTO HOSE CONNECTOR 1/2;22.3;
5465;6.00161E+12;PL AEROLAK H/H BLACK;86.5;
5466;;EFEKTO HOSE CONNECT W/STOP 1/2;21.1;
5467;6.00161E+12;PL AEROLAK H/H SILVER;86.5;
5468;;SPRAYMATE FIRE ORANGE 250ML;78.8;
5470;;SPRAYMATE LUNER YELLOW 250ML;72.25;
5471;;SPRAYMATE NEON PINK 250ML;78.3;
5474;6.0017E+12;PL AEROLAK FLOURES. SIG/GREEN;86.5;
5475;;USA HANDLE O/D TELESC/TOWEL;60.7;
5476;;USA HANDLE O/D SINGLE HOOK;26.2;
5477;;USA HANDLE O/D DOUBLE HOOK;39.1;
5479;;SOLDER IRON 100W WEBCO;133.2;
5480;;RAKE LADIES PINK WEBCO;69.3;
5482;;SPRAYMATE SIGNAL GREEN 250ML;72.25;
5483;;CHISEL BULL POINT WEBCO;78.7;
5485;;UTILITY BAR 36X350 WEBCO;67.85;
5491;6.00379E+12;ROLLER HANDLE 225MM (F6004);15;
5492;6.00379E+12;ROLLER HANDLE 100MM F6002;12.5;
5502;;CEMENT 10KG;23;
5503;;CEMENT 5KG;12;
5504;;CEMENT 3KG;7.5;
5505;;UMGENI GRIT - POC;20;
5506;;UMGENI GRIT - POC (DELIVERED);23;
5507;;STONES - POC;33;
5508;;STONES - POC (DELIVERED);38;
5509;;PLASTER SAND - POC;15.5;
5510;;PLASTER SAND - POC (DELIVERED);18;
5511;;BUILDING SAND - POC;15.5;
5512;;BUILDING SAND - POC (DELIVERED;18;
5513;;READY MIXED CONCRETE - POC;41.5;
5514;;READY MIXED CONCRETE -POC(DEL);43;
5515;6.00477E+12;WOOLPRO ROLLER - 225MM (H);39.5;
5516;;SPRAYMATE SUPER CHROME;58.2;
5520;;ZEL HOOK DOUBLE CP LARGE;14.5;
5522;;BRUMMER W/F MED MAHOGANY 250GM;14.2;
5523;;HAND SAW COPING 160X170MM ZEL;99;
5524;;ZEL WASHER THICK BETA 3MM FLAT;3.9;
5525;;TOMAHAWK - HATCHET WHD;78.4;
5526;;AXE FELLING 1.8KG  W/H (HW);419.5;
5527;;HOE HEAD - 900GR;63;
5530;;T/L TROWEL PLASTERING W/HNDL;54.7;
5531;;ALN WASHLINE 4MMX15MT POLY.;14.5;
5533;;ZEL TAPE POWERLOCK 3MX13MM STA;97.3;
5535;;ZEL NAILS BRAD 16MM 1000PK;45.7;
5536;;STAPLES 8MM STANLEY PK1000 ZEL;67;
5537;;STAPLES 13M STANLEY PK1000 ZEL;78.5;
5538;;WASHER BALL VALVE DIAPHRAGM ZE;2.6;
5541;6.00477E+12;SCRAPER - PROF 75MM HAMIL;41.5;
5542;;SCRAPER - RICHARD 45MM;130;
5543;;SCRAPER - RICHARD 25MM;106;
5545;;SCRAPER BLADE - RICHARD 45MM;54.5;
5546;;CAP LOCKING PLATE;115.8;
5547;;TECTYL 506 M/P 5LT;1106.5;
5549;;DEK ACTICIDE PASTE EPW KG;0;
5550;;T/L STEP STOOL FOLDING;91.2;
5551;;PT SICKLE;16;
5552;;SPRAYGUN NEEDLE;127.2;
5553;;T/L EASY BAR FLAT 15INCH;53.8;
5554;;T/L JEWELLER TOOL SET 11PC;29.1;
5555;;T/L SCRAPER MINI;16.3;
5556;;T/L RACHET TIE DOWN 25X4.5M;41.9;
5557;;WATER PAPER 800GT (SHT);6;
5558;;T/L RACHET TIE DOWN 50X6M PC;127.6;
5559;;T/L TIE DOWN SET 4PC AUTO LOCK;138.7;
5562;;WEBCO CHISEL 6MM;49;
5563;;SCRAPER - WOODEN HANDLE 75MM;13.6;
5564;;T/L STACK-EM CONTAINER;16.5;
5565;;RIVETS (4.8X12);26.8;
5566;6.00572E+12;RUW 5M WOOD BRAD DRILLBIT;23.5;
5568;;MAK DRILL HP1630;1461;
5569;;T/L WINDOW PAINTING GUARD (L);40;
5570;;DUCT TAPE YELLOW;52;
5571;6.00281E+12;BROOM - GUTTER SWEEPER 92328;83;
5573;;RIVETS (3.2X8);12.6;
5575;;MTS BATH PLUG 2PK;21.5;
5577;;CAP GRACO SPRAY SEALS;128;
5578;;ZEL SCRAPER YORK - 50MM;18.6;
5580;6.00477E+12;WOOLPRO ROLLER SET 225MM;52;
5581;;ELECT OPAL LIGHT COVER 150MM;54.5;
5582;;PRATLEY WONDAFIX (30ML);72.5;
5583;;L/C CABLE TIE BLACK 4.7X392;81.5;
5585;;STRAP TIEDOWN CAMBUCKLE MTS;59.5;
5586;;CAN - PLASTIC DUO SEAL WHTE 1L;12;
5587;;CUP HOOK 19MM ROUND B/P WHD;2.5;
5589;;RIVETS (3.2X15);17.6;
5590;6.00491E+12;PROLONG ACRYLPROOF WHITE 1LT;71.5;
5591;;CUP HOOK 50MM ROUND WHD;2.2;
5592;;MTS HACKSAW TUBULAR 300MM;51.7;
5593;;DEK METHYL ETHYL KETOXIME KG;0;
5594;;ELECT GALLERY PVC 200MM MTS;11.5;
5596;;T/C TILE CERAMIC BIT 5MM PROFI;74.2;
5597;;T/C TILE CERAMIC BIT 6MM PROFI;80.5;
5599;;RIVETS (4X10);17.9;
5600;;RIVETS (4.8X15);30;
5601;;RIVETS (3.2X10);14;
5602;6.00306E+12;DURAM NS4 RED 20LT;1606.8;
5607;;C/S TIREKOTE 1LT;56.2;
5609;;POLYSTYRENE ADHESIVE 250ML;27;
5612;;PT SH.SHAMPOO+WAX 1LT;42;
5617;;SCRAPER - WOODEN HANDLE 90MM;13.1;
5623;6.00379E+12;ROLLER RIPPLE 225MM F5518;99;
5625;;TYLON GROUT DOVE GREY 1KG;17.8;
5627;;DRI-LUBE PAPER 180GT;8.5;
5628;;DRI-LUBE PAPER 120GT (SHT);8.5;
5632;6.00379E+12;LAMBSWOOL REFILL 100MM (A) F5203;19.5;
5644;;RUW DRILLBIT COMBO SET 18PCS;173.3;
5645;6.00572E+12;RUW 8M CERAMIC TILE BIT;109.5;
5646;;T/C TILE CERAMIC BIT 10MM PROF;113.5;
5648;;SPRAYGUN S770 SUCTION HEAD;1356.6;
5650;;T/C TILE CERAMIC BIT 12MM PROF;151.5;
5651;;WOODCRAFT RFU TEAK 1LT;72;
5654;;FLASHBAND PRIMER 500ML;36.8;
5655;;PMB BC ANTIQUE GOLD 5LT;1511;
5656;;PMB BC ANTIQUE SILVER 5LT;1384;
5659;6.00572E+12;RUW 5M DIAM/TILE BIT;195.5;
5660;6.00572E+12;RUW 6M DIAM/TILE BIT;203.5;
5661;;PT AXE LASHER ALL STEEL 900GR;122.99;
5662;;MTS RACO SPRINKLER 8 FUNCTION;92.7;
5663;;RUW SCREW ONE WAY 5X45 (10);10.8;
5664;6.0046E+12;DURAM DURABAK BRUSH GREY 1LT;298;
5665;;RUW SCREW ONE WAY 5X25 (10);7.9;
5666;6.00572E+12;RUW ORBITAL RANDOM 125 P80;44.5;
5668;6.00491E+12;PROLONG ACRYLPROOF BLACK 1LT;71;
5669;;HAMMER CLUB 1.8KG HICK/HND ZEL;110;
5670;6.00572E+12;RUW SCREWDRIVER ME/ACE 8X150;76;
5671;;WEBCO CHALK REFILL BLUE;32.7;
5674;;MTS ELEC EXTENSION 10MX1.5MM;181;
5676;6.00572E+12;RUW ORBITAL RANDOM 125 P180;44.5;
5678;6.00306E+12;DURAM NS4 GREY 500ML;78;
5679;6.00306E+12;DURAM NS4 BLACK 500ML;78;
5680;6.00031E+13;DURAM NS4 GREY 1LT;127.5;
5681;6.00306E+12;DURAM NS4 BLACK 1LT;127.5;
5682;6.00306E+12;DURAM NS4 GREY 5LT;496;
5683;6.00306E+12;DURAM NS4 BLACK 5LT;496;
5684;;PROSTRUCT 627 DRAK/GREEN 5LT;755.5;
5685;6.00306E+12;DURAM NS4 GREY 20LT;1838.5;
5686;;PROSTRUCT 723 COLD BLUE 5LT;781.5;
5687;;SPRAYGUN 472 PACKING GLAND;18;
5689;;EFEKTO HOSE REPAIRER 13MM 1/2;18.5;
5690;;EFEKTO HOSE REPAIRER 19MM 3/4;23.6;
5693;;MTS RUB BRICK FNE 50X50X200;85.5;
5695;;EFEKTO HOSE CONNECT W/STOP 3/4;35.9;
5696;;EFEKTO HOSE CONNETOR 3/4;26.4;
5700;;EFEKTO STARTER SET COMP & TAP;82.8;
5702;;SHELF BRACKET 300X350MM ZEL;43.6;
5703;;ELECT FLUOR 4FT 36W OSRAM ARB;16;
5704;;L/C THRU SWITCH 2A WHITE;6;
5707;;WEBCO BOLT CUTTER 450MM;0;
5711;;WEBCO DIA SAW BLADE 115MM CONT;33.2;
5713;;WEBCO DIA SAW BLADE 230MM CONT;130.6;
5717;6.00952E+12;T/C ROTARY FLAP SANDER 80X30MM;59.6;
5718;6.00161E+12;PL AEROLAK MET RUBY RED;62;
5719;;ELECT SWITCH ROCKER PROTON;16.5;
5720;;OUTSIDE COVING TROWEL 75M LASH;30;
5722;;ELECT THROUGH SWITCH BLACK PRO;8.2;
